,Entity,year,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ESG_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,RETURN_COM_EQY,PE_RATIO,TOBIN_Q_RATIO,NUMBER_OF_DIRECTORS_ON_BOARD,INDEPENDENT_DIRECTORS,CEO_DUALITY,BOARD_MEETING_ATTENDANCE_PCT,PCT_INDEPENDENT_DIRECTORS,PCT_IND_DIRECTORS_ON_AUDIT_CMTE,NUM_IND_DIR_ON_CMPNSTN_CMTE,PCT_OF_IND_DIRECTORS_ON_NOM_CMTE,CLASSIFIED_BOARD_SYSTEM,PCT_WOMEN_ON_BOARD,BOARD_DURATION,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_ASSET,IS_RD_EXPEND
357,NEST,31-03-2021,20.26618904,33.6645951,48.71798741,30.00582168,15.7997125,45.56194737,73.16309895,12.58803158,8.0,6.0,1.0,95.30712121,66.08079604,100.0,3.0,100.0,1.0,29.18939161,5.0,18.14017368,2.950277895,379.8708571
358,NEST,31-03-2022,21.00885932,34.78715629,49.26744476,30.7932507,16.08689706,43.33112982,75.64793614,12.81894649,9.0,6.0,1.0,96.35893939,67.2879289,100.0,3.0,100.0,1.0,31.2539965,5.0,17.57893596,2.737468596,396.8290429
359,NEST,31-03-2023,21.7515296,35.90971748,49.8169021,31.58067972,16.37408162,41.10031228,78.13277333,13.0498614,9.0,6.0,1.0,97.41075758,68.49506177,100.0,3.0,100.0,1.0,33.3186014,5.0,17.01769825,2.524659298,413.7872286
360,IOCL,31-03-2006,13.9535,12.2807,39.2857,19.4215,2.6524,17.6134,13.3424,1.399,0.0,5.0,0.0,85.205,35.714,0.0,0.0,0.0,0.0,0.0,0.0,5.9333,31.8907,855.0
361,IOCL,31-03-2007,13.9535,17.5439,39.2857,20.6612,2.649,23.4287,6.057,1.0973,0.0,5.0,0.0,85.263,35.714,0.0,0.0,0.0,0.0,0.0,0.0,7.9301,28.3035,809.8
362,IOCL,31-03-2008,13.9535,17.5439,48.2143,22.7273,2.7918,19.7474,6.7141,1.0753,0.0,6.0,0.0,85.63,37.5,100.0,2.0,0.0,1.0,6.25,3.0,6.8711,30.7693,1221.2
363,IOCL,31-03-2009,13.9535,17.5439,48.2143,22.7273,2.7477,5.8332,18.1111,1.0054,0.0,6.0,0.0,88.02,37.5,100.0,3.0,0.0,1.0,12.5,3.0,1.9796,34.6973,1894.8
364,IOCL,31-03-2010,24.8062,14.0351,44.6429,26.8595,2.4288,21.8711,6.7033,1.125,0.0,6.0,0.0,89.22,40.0,100.0,3.0,0.0,1.0,13.333,3.0,7.3576,31.9676,2433.4
365,IOCL,31-03-2011,26.3566,19.2982,50.0,30.1653,2.2676,14.2328,10.3209,1.1259,0.0,6.0,0.0,88.27,37.5,100.0,3.0,0.0,1.0,12.5,3.0,4.615,31.2905,2086.0
366,IOCL,31-03-2012,26.3566,24.5614,44.6429,30.1653,2.3842,7.1658,15.089,1.0155,19.0,10.0,0.0,88.48,52.632,100.0,3.0,0.0,1.0,15.79,3.0,2.0898,36.3992,1816.2
367,IOCL,31-03-2013,43.4109,38.5965,58.9286,45.8678,2.3129,7.2101,15.3712,1.0221,18.0,5.0,0.0,80.86,33.333,100.0,3.0,0.0,1.0,6.667,3.0,1.9278,37.0963,2490.6
368,IOCL,31-03-2014,41.0853,54.386,48.2143,45.8678,2.2581,10.8218,9.6522,1.0018,19.0,8.0,0.0,89.03,44.444,100.0,3.0,0.0,1.0,5.556,3.0,2.7921,35.7067,2527.2
369,IOCL,31-03-2015,47.2868,63.1579,48.2143,51.2397,2.3425,7.1842,18.2229,1.0884,11.0,3.0,0.0,88.125,30.0,100.0,2.0,0.0,1.0,10.0,3.0,1.9665,27.7625,2629.7
370,IOCL,31-03-2016,38.7597,68.4211,48.2143,47.9339,2.1291,15.1405,15.5144,1.0241,13.0,4.0,0.0,92.92,28.571,100.0,2.0,0.0,1.0,0.0,3.0,5.1676,25.2862,6058.6
371,IOCL,31-03-2017,46.5116,43.8596,48.2143,46.281,2.1385,20.6684,18.4838,1.3138,14.0,3.0,0.0,96.27,23.077,100.0,2.0,50.0,1.0,0.0,3.0,7.8594,23.1285,3271.0
372,IOCL,31-03-2018,46.5116,43.8596,53.5714,47.5207,2.6298,20.5486,7.5438,1.1949,19.0,9.0,0.0,97.53,50.0,100.0,2.0,50.0,1.0,5.556,3.0,7.7962,21.0168,3166.3
373,IOCL,31-03-2019,46.5116,43.8596,53.5714,47.5207,2.5104,15.3543,8.8457,1.1219,16.0,7.0,0.0,95.12,41.176,100.0,2.0,50.0,1.0,5.882,3.0,5.5091,27.6623,4373.4
374,IOCL,31-03-2020,55.10689011,61.53842857,54.17974945,56.40725714,2.178179739,8.923830882,15.06444837,1.093348366,15.0,6.0,0.0,95.5960989,37.44625275,100.0,2.0,50.0,1.0,5.846582418,3.0,3.331942647,27.90143333,4453.4675
375,IOCL,31-03-2021,58.23151451,65.18214857,54.99215033,59.11909143,2.139671173,7.95245,15.49967685,1.089059305,14.0,6.0,0.0,96.43802637,37.41850549,100.0,2.0,50.0,1.0,5.730564835,3.0,3.046655882,27.7102386,4702.8225
376,IOCL,31-03-2022,61.3561389,68.82586857,55.80455121,61.83092571,2.101162607,6.981069118,15.93490533,1.084770244,14.0,6.0,0.0,97.27995385,37.39075824,100.0,2.0,50.0,1.0,5.614547253,3.0,2.761369118,27.51904386,4952.1775
377,IOCL,31-03-2023,64.4807633,72.46958857,56.61695209,64.54276,2.062654042,6.009688235,16.37013381,1.080481183,14.0,6.0,0.0,98.12188132,37.36301099,100.0,2.0,50.0,1.0,5.49852967,3.0,2.476082353,27.32784912,5201.5325
378,BJFIN,31-03-2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,BJFIN,31-03-2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,BJFIN,31-03-2008,0.0,0.0,42.8571,10.5263,0.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,42.86,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.9366,0.0
381,BJFIN,31-03-2009,0.0,0.0,48.2143,11.8421,0.0,3.4723,34.5,1.0159,0.0,4.0,0.0,86.95,50.0,100.0,4.0,80.0,1.0,0.0,3.0,0.3504,1.7323,0.0
382,BJFIN,31-03-2010,0.0,0.0,42.8571,10.5263,0.0,23.7252,8.6995,1.0568,0.0,4.0,0.0,86.95,57.142,100.0,4.0,80.0,1.0,0.0,3.0,1.806,0.8242,0.0
383,BJFIN,31-03-2011,0.0,0.0,48.2143,11.8421,0.0,33.566,6.8043,1.0661,0.0,4.0,0.0,95.74,50.0,100.0,4.0,80.0,1.0,0.0,3.0,2.387,12.3905,0.0
384,BJFIN,31-03-2012,0.0,0.0,48.2143,11.8421,0.0,28.6295,6.6137,1.0592,7.0,4.0,0.0,95.83,50.0,100.0,4.0,80.0,1.0,0.0,3.0,2.3576,15.434,0.0
385,BJFIN,31-03-2013,0.0,0.0,48.2143,11.8421,0.0,23.6573,7.4931,1.0658,8.0,4.0,0.0,97.92,50.0,100.0,4.0,80.0,1.0,0.0,3.0,2.521,20.733,0.0
386,BJFIN,31-03-2014,0.0,0.0,44.6429,10.9649,0.0,17.6763,8.1209,1.0409,9.0,5.0,0.0,89.28,55.56,100.0,4.0,80.0,1.0,11.111,3.0,2.2095,26.222,0.0
387,BJFIN,31-03-2015,0.0,0.0,44.6429,10.9649,0.0,16.4184,13.3197,1.1294,9.0,5.0,0.0,96.3,55.556,100.0,4.0,80.0,1.0,11.111,5.0,2.0781,29.8795,0.0
388,BJFIN,31-03-2016,0.0,5.0,44.6429,12.2807,0.0,15.0948,14.6123,1.1311,8.0,4.0,0.0,86.87,50.0,100.0,3.0,75.0,1.0,12.5,5.0,1.9389,34.6879,0.0
389,BJFIN,31-03-2017,0.0,5.0,39.2857,10.9649,0.0,15.2068,28.8333,1.3815,8.0,4.0,0.0,93.75,50.0,100.0,3.0,75.0,1.0,12.5,5.0,1.945,36.8893,0.0
390,BJFIN,31-03-2018,4.4643,5.0,44.6429,14.4737,0.0,14.4691,31.0523,1.3826,8.0,4.0,0.0,91.43,50.0,100.0,3.0,75.0,1.0,12.5,5.0,1.8266,35.8388,0.0
391,BJFIN,31-03-2019,4.4643,5.0,44.6429,14.4737,0.0,14.5497,34.7852,1.423,11.0,5.0,0.0,96.15,50.0,100.0,3.0,75.0,1.0,10.0,5.0,1.7395,41.5065,0.0
392,BJFIN,31-03-2020,4.4643,5.0,43.50654545,13.44365455,0.0,14.89558364,27.4621,1.404334545,10.0,5.0,0.0,92.96090909,52.08045455,100.0,3.0,74.36363636,1.0,15.80805455,6.0,2.164778182,47.75611667,0.0
393,BJFIN,31-03-2021,4.4643,5.0,43.26304476,13.68442448,0.0,14.24991727,29.08708182,1.445173636,10.0,5.0,0.0,92.9398951,52.25798601,100.0,3.0,73.72727273,1.0,17.38633636,6.0,2.204974545,51.79456282,0.0
394,BJFIN,31-03-2022,4.4643,5.0,43.01954406,13.92519441,0.0,13.60425091,30.71206364,1.486012727,10.0,5.0,0.0,92.91888112,52.43551748,100.0,3.0,73.09090909,1.0,18.96461818,6.0,2.245170909,55.83300897,0.0
395,BJFIN,31-03-2023,4.4643,5.0,42.77604336,14.16596434,0.0,12.95858455,32.33704545,1.526851818,11.0,5.0,0.0,92.89786713,52.61304895,100.0,3.0,72.45454545,1.0,20.5429,6.0,2.285367273,59.87145513,0.0
396,COAL,31-03-2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7405,0.0
397,COAL,31-03-2007,0.0,0.0,0.0,0.0,0.0,27.6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2512,4.9976,0.0
398,COAL,31-03-2008,0.0,0.0,0.0,0.0,0.0,25.6481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1462,3.7081,0.0
399,COAL,31-03-2009,0.0,0.0,0.0,0.0,0.0,22.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1826,3.4472,140.42
400,COAL,31-03-2010,4.6512,22.807,48.2143,19.0083,0.0,42.9541,0.0,0.0,0.0,4.0,0.0,94.5,36.363,66.67,4.0,0.0,1.0,0.0,3.0,14.4546,2.7722,258.0
401,COAL,31-03-2011,4.6512,28.0702,48.2143,20.2479,4.4053,36.7703,20.1394,3.1609,0.0,7.0,1.0,84.95,53.85,71.43,4.0,0.0,1.0,23.08,3.0,13.8721,1.8093,400.4
402,COAL,31-03-2012,4.6512,28.0702,48.2143,20.2479,3.861,40.0942,14.6887,2.6522,11.0,7.0,1.0,85.52,58.333,66.67,4.0,0.0,1.0,33.333,3.0,15.3364,1.4276,262.9
403,COAL,31-03-2013,15.5039,43.8596,53.5714,30.9917,3.5381,39.0359,11.2488,2.2073,14.0,7.0,1.0,87.43,53.846,66.667,4.0,0.0,1.0,23.077,3.0,15.1882,1.0737,227.5
404,COAL,31-03-2014,17.0543,33.3333,53.5714,29.3388,3.8304,33.2576,12.0691,2.3428,15.0,6.0,1.0,92.5,46.154,80.0,4.0,0.0,1.0,7.692,3.0,13.3846,0.1709,227.3
405,COAL,31-03-2015,22.4806,43.8596,48.2143,33.4711,3.77,33.1733,16.6989,2.7086,9.0,0.0,1.0,92.18,0.0,0.0,0.0,0.0,1.0,14.286,3.0,12.7819,0.3694,296.8
406,COAL,31-03-2016,25.5814,49.1228,53.5714,37.6033,3.036,37.9506,12.9239,2.3257,12.0,5.0,1.0,92.93,41.667,83.333,2.0,66.667,1.0,16.667,3.0,12.7742,1.0625,224.7
407,COAL,31-03-2017,23.2558,59.6491,50.0,38.0165,2.3003,31.2715,19.7736,2.3338,12.0,5.0,1.0,92.12,45.454,66.667,2.0,66.667,1.0,18.182,3.0,8.0471,2.5586,27.4
408,COAL,31-03-2018,23.2558,54.386,50.0,36.7769,1.9258,31.4947,24.9824,2.2407,16.0,7.0,1.0,89.7,53.846,66.667,3.0,50.0,1.0,15.385,3.0,5.7862,1.2202,33.3
409,COAL,31-03-2019,23.2558,54.386,50.0,36.7769,2.2968,74.8911,8.4293,1.9021,17.0,7.0,1.0,92.857,50.0,66.667,5.0,83.333,1.0,14.286,3.0,13.5264,1.6597,1044.4
410,COAL,31-03-2020,30.64596667,63.50878,51.42856,43.19561333,1.759055556,48.93857308,15.82365833,1.927638889,16.0,6.0,1.0,92.72346667,43.1386,61.36426667,3.0,0.0,1.0,16.14273333,3.0,11.56150769,-0.00298022,421.8290909
411,COAL,31-03-2021,33.22993879,67.46412545,51.62336364,45.54973758,1.467228889,50.69256703,15.85607667,1.827075556,16.0,6.0,1.0,93.13342424,42.99083636,60.98011515,2.0,0.0,1.0,16.05981212,3.0,11.54577033,-0.308306154,444.5109091
412,COAL,31-03-2022,35.81391091,71.41947091,51.81816727,47.90386182,1.175402222,52.44656099,15.888495,1.726512222,17.0,6.0,1.0,93.54338182,42.84307273,60.59596364,2.0,0.0,1.0,15.97689091,3.0,11.53003297,-0.613632088,467.1927273
413,COAL,31-03-2023,38.39788303,75.37481636,52.01297091,50.25798606,0.883575556,54.20055495,15.92091333,1.625948889,17.0,6.0,1.0,93.95333939,42.69530909,60.21181212,2.0,0.0,1.0,15.8939697,3.0,11.5142956,-0.918958022,489.8745455
414,NTPC,31-03-2006,0.0,0.0,0.0,0.0,3.0608,14.9709,18.9407,1.7289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8286,27.8079,63.0
415,NTPC,31-03-2007,9.3023,17.5439,42.8571,19.0083,3.611,16.1484,17.951,1.6797,0.0,4.0,1.0,80.98,30.77,0.0,0.0,0.0,0.0,0.0,0.0,8.6114,28.5127,61.0
416,NTPC,31-03-2008,12.4031,22.807,48.2143,23.1405,3.3501,14.7081,21.6998,2.1677,0.0,4.0,1.0,75.0,30.77,75.0,0.0,0.0,1.0,0.0,3.0,7.9299,32.436,73.0
417,NTPC,31-03-2009,14.7287,22.807,48.2143,24.3802,2.489,14.6775,18.3333,1.8186,0.0,9.0,1.0,84.9,52.941,100.0,0.0,0.0,1.0,0.0,3.0,7.9113,34.9665,93.0
418,NTPC,31-03-2010,14.7287,22.807,48.2143,24.3802,2.5989,14.7251,19.333,1.8884,0.0,9.0,1.0,90.74,52.941,80.0,3.0,0.0,1.0,0.0,3.0,7.5895,36.2273,220.0
419,NTPC,31-03-2011,9.3023,22.807,48.2143,21.4876,2.2744,14.2643,17.0282,1.6645,0.0,9.0,1.0,89.25,50.0,80.0,3.0,0.0,1.0,0.0,3.0,7.2333,37.1525,319.8
420,NTPC,31-03-2012,10.8527,28.0702,48.2143,23.5537,1.8316,13.7416,13.6765,1.3851,17.0,8.0,1.0,90.11,47.06,100.0,3.0,0.0,1.0,5.882,3.0,6.7254,38.5199,337.1
421,NTPC,31-03-2013,9.3023,38.5965,48.2143,25.2066,1.5046,16.1546,9.296,1.199,19.0,8.0,1.0,88.82,47.059,80.0,3.0,0.0,1.0,5.882,3.0,7.5402,39.4038,1019.6
422,NTPC,31-03-2014,9.3023,33.3333,48.2143,23.9669,1.2636,13.5109,8.6696,1.0577,21.0,9.0,1.0,88.54,50.0,80.0,3.0,0.0,1.0,5.56,3.0,6.0216,40.7183,1343.4
423,NTPC,31-03-2015,14.7287,33.3333,48.2143,26.8595,1.1023,11.7886,12.1263,1.1775,12.0,2.0,1.0,91.21,18.182,66.667,2.0,50.0,1.0,0.0,3.0,4.7591,46.5576,1295.6
424,NTPC,31-03-2016,21.7054,43.8596,53.5714,34.2975,1.0018,12.4387,9.8359,1.0653,13.0,3.0,1.0,95.62,27.273,75.0,3.0,60.0,1.0,9.091,3.0,4.8632,41.2755,1080.0
425,NTPC,31-03-2017,21.7054,49.1228,62.5,37.6033,1.0613,11.3188,12.7692,1.1571,13.0,3.0,1.0,91.77,25.0,75.0,3.0,75.0,1.0,8.333,3.0,4.532,43.1371,804.0
426,NTPC,31-03-2018,21.7054,49.1228,62.5,37.6033,0.946,10.4706,13.2707,1.1288,16.0,7.0,1.0,91.13,43.75,100.0,4.0,100.0,1.0,6.25,3.0,3.9724,46.0453,804.0
427,NTPC,31-03-2019,21.7054,49.1228,62.5,37.6033,0.7842,11.8352,8.7869,1.0732,18.0,9.0,1.0,88.07,50.0,80.0,4.0,100.0,1.0,11.111,3.0,4.215,50.94,804.0
428,NTPC,31-03-2020,21.61595385,53.17136538,61.60714615,38.30258077,0.415045714,10.92317692,9.064142857,0.950806667,14.0,6.0,1.0,94.61307692,37.78107692,80.25257576,4.0,119.0,1.0,10.09296154,3.0,3.515604396,50.49602095,1244.825714
429,NTPC,31-03-2021,22.59985165,56.00537143,63.04945385,39.82832418,0.222838929,10.56290242,8.409270714,0.889476667,14.0,6.0,1.0,95.53428571,37.40094505,79.88544639,4.0,133.0,1.0,10.96218681,3.0,3.120228791,52.05975024,1330.741429
430,NTPC,31-03-2022,23.58374945,58.83937747,64.49176154,41.35406758,0.030632143,10.20262791,7.754398571,0.828146667,14.0,6.0,1.0,96.45549451,37.02081319,79.51831702,4.0,147.0,1.0,11.83141209,3.0,2.724853187,53.62347952,1416.657143
431,NTPC,31-03-2023,24.56764725,61.67338352,65.93406923,42.87981099,-0.161574643,9.842353407,7.099526429,0.766816667,13.0,6.0,1.0,97.3767033,36.64068132,79.15118765,4.0,161.0,1.0,12.70063736,3.0,2.329477582,55.18720881,1502.572857
432,UTCEM,31-03-2006,0.0,0.0,0.0,0.0,3.3899,22.3419,37.7793,3.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2448,39.9433,57.6
433,UTCEM,31-03-2007,0.0,0.0,0.0,0.0,4.2146,55.8738,12.2458,2.6789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8982,33.7921,60.2
434,UTCEM,31-03-2008,7.7519,0.0,48.2143,15.2893,3.6632,45.1844,9.6691,2.1257,0.0,4.0,0.0,87.5,33.333,100.0,0.0,0.0,1.0,8.333,3.0,18.454,27.7366,93.5
435,UTCEM,31-03-2009,27.907,14.0351,48.2143,29.3388,3.047,30.9811,7.0173,1.4196,0.0,6.0,0.0,85.42,50.0,100.0,0.0,0.0,1.0,8.333,3.0,13.9473,27.6499,173.6
436,UTCEM,31-03-2010,30.2326,14.0351,48.2143,30.5785,4.5232,26.612,13.1263,2.165,0.0,6.0,0.0,84.13,54.546,100.0,0.0,0.0,1.0,9.091,3.0,13.5839,19.189,145.4
437,UTCEM,31-03-2011,37.2093,38.5965,48.2143,40.0826,2.9262,17.9135,22.6759,1.9414,0.0,7.0,0.0,88.09,58.333,100.0,0.0,0.0,1.0,8.333,3.0,9.1142,25.617,333.3
438,UTCEM,31-03-2012,48.062,47.3684,58.9286,50.4132,3.5496,20.4785,17.2716,2.1518,14.0,7.0,0.0,85.41,58.333,100.0,0.0,0.0,1.0,8.333,3.0,10.3292,23.6541,110.9
439,UTCEM,31-03-2013,48.8372,52.6316,64.2857,53.3058,3.5154,19.0898,19.1314,2.2171,13.0,7.0,0.0,83.33,58.333,100.0,0.0,0.0,1.0,8.333,3.0,9.8277,24.8134,147.1
440,UTCEM,31-03-2014,53.4884,57.8947,64.2857,57.0248,3.6473,13.6126,27.184,2.3292,13.0,6.0,0.0,84.72,50.0,100.0,2.0,0.0,1.0,8.333,3.0,7.1411,22.774,190.4
441,UTCEM,31-03-2015,54.2636,57.8947,64.2857,57.438,3.4814,11.5857,37.6294,2.5745,15.0,7.0,0.0,87.2,50.0,100.0,2.0,66.667,1.0,21.429,3.0,5.9733,25.8233,203.7
442,UTCEM,31-03-2016,51.938,54.386,58.9286,54.1322,3.8104,12.0919,35.7558,2.6179,13.0,6.0,0.0,81.6,50.0,100.0,2.0,66.667,1.0,25.0,3.0,6.2524,25.7649,184.4
443,UTCEM,31-03-2017,54.2636,43.8596,53.5714,51.6529,4.933,11.718,40.2826,3.0132,13.0,6.0,0.0,83.72,50.0,75.0,2.0,66.667,1.0,33.333,3.0,6.5089,20.0727,162.1
444,UTCEM,31-03-2018,53.4884,43.8596,53.5714,51.2397,3.0986,8.7533,48.8016,2.4364,13.0,6.0,0.0,75.0,50.0,80.0,2.0,66.667,1.0,33.333,3.0,4.4725,34.0858,148.9
445,UTCEM,31-03-2019,53.4884,43.8596,53.5714,51.2397,2.8513,8.8907,45.0671,2.2604,13.0,6.0,0.0,77.38,50.0,80.0,2.0,66.667,1.0,33.333,3.0,4.0016,35.3577,272.3
446,UTCEM,31-03-2020,66.10292576,59.13870545,60.22724394,64.12473182,3.757571429,8.031030476,45.00890659,2.504146667,13.0,7.0,0.0,78.31454545,52.81221212,81.51515152,2.0,66.667,1.0,35.13362121,3.0,5.479608571,22.809325,245.1975
447,UTCEM,31-03-2021,69.59401177,61.89787,60.97649044,67.04474825,3.788740357,6.536070119,47.45164462,2.525961667,13.0,7.0,0.0,77.49755245,53.07975758,79.504662,2.0,66.667,1.0,37.90396037,3.0,5.053867143,22.02570147,256.6722059
448,UTCEM,31-03-2022,73.08509779,64.65703455,61.72573695,69.96476469,3.819909286,5.041109762,49.89438264,2.547776667,13.0,7.0,0.0,76.68055944,53.34730303,77.49417249,2.0,66.667,1.0,40.67429953,3.0,4.628125714,21.24207794,268.1469118
449,UTCEM,31-03-2023,76.5761838,67.41619909,62.47498345,72.88478112,3.851078214,3.546149405,52.33712066,2.569591667,13.0,7.0,0.0,75.86356643,53.61484848,75.48368298,2.0,66.667,1.0,43.44463869,3.0,4.202384286,20.45845441,279.6216176
450,TTAN,31-03-2006,0.0,0.0,0.0,0.0,5.7956,47.1005,45.4321,4.7378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4482,30.1503,0.0
451,TTAN,31-03-2007,0.0,0.0,48.2143,11.157,5.2772,37.2572,37.4297,3.8396,0.0,4.0,0.0,78.02,33.333,66.67,1.0,50.0,1.0,8.333,3.0,9.546,20.6677,0.0
452,TTAN,31-03-2008,0.0,0.0,44.6429,10.3306,5.2831,37.6962,31.799,3.6643,0.0,4.0,0.0,82.6,33.333,50.0,1.0,50.0,1.0,8.333,3.0,10.5686,13.1689,0.0
453,TTAN,31-03-2009,0.0,0.0,44.6429,10.3306,4.8426,32.6645,21.1684,2.633,0.0,6.0,0.0,78.57,50.0,57.142,1.0,50.0,1.0,16.67,3.0,9.7077,9.3404,0.0
454,TTAN,31-03-2010,0.0,0.0,44.6429,10.3306,6.8304,38.9677,32.5137,4.5334,0.0,6.0,0.0,96.29,50.0,66.667,1.0,40.0,1.0,16.667,3.0,12.9248,3.4672,0.0
455,TTAN,31-03-2011,0.0,0.0,44.6429,10.3306,6.3455,49.0089,39.0637,5.2259,0.0,5.0,0.0,81.81,45.454,60.0,1.0,50.0,1.0,18.181,3.0,14.7731,1.8098,0.0
456,TTAN,31-03-2012,0.0,0.0,44.6429,10.3306,6.6127,48.1752,33.7592,4.9978,13.0,5.0,0.0,78.46,45.454,66.67,2.0,40.0,1.0,9.09,3.0,14.2023,0.2402,0.0
457,TTAN,31-03-2013,0.0,0.0,44.6429,10.3306,6.2046,42.2865,31.3831,4.5343,13.0,5.0,0.0,78.34,41.67,66.67,2.0,40.0,1.0,25.0,3.0,13.6952,0.1026,0.0
458,TTAN,31-03-2014,0.0,0.0,44.6429,10.3306,6.7581,32.7179,31.7271,4.4034,13.0,6.0,0.0,75.0,50.0,66.667,2.0,50.0,1.0,25.0,3.0,12.2544,13.2044,52.9
459,TTAN,31-03-2015,6.2016,33.3333,42.8571,21.0744,10.791,29.1178,42.6115,6.3989,10.0,6.0,0.0,74.63,60.0,80.0,3.0,60.0,1.0,30.0,3.0,13.6274,1.7027,157.2
460,TTAN,31-03-2016,17.8295,43.8596,42.8571,29.7521,9.2433,20.4706,44.6184,5.192,11.0,6.0,0.0,85.45,54.546,66.667,3.0,60.0,1.0,27.273,3.0,11.0455,1.7817,183.1
461,TTAN,31-03-2017,25.5814,43.8596,42.8571,33.8843,8.6099,18.3874,57.7429,5.3829,12.0,6.0,0.0,79.41,54.546,66.667,3.0,60.0,1.0,27.273,3.0,9.6451,22.3888,212.3
462,TTAN,31-03-2018,29.4574,47.3684,48.2143,38.0165,14.3002,24.245,73.9059,9.2492,13.0,6.0,0.0,85.18,50.0,66.667,3.0,60.0,1.0,33.333,5.0,12.6041,17.7549,195.1
463,TTAN,31-03-2019,29.4574,47.3684,48.2143,38.0165,13.8884,25.1639,72.1776,9.135,12.0,6.0,0.0,85.96,50.0,66.667,3.0,60.0,1.0,16.667,5.0,13.2221,20.3551,262.5
464,TTAN,31-03-2020,39.14731,52.63156,45.12360769,36.99936154,12.62233922,28.4153125,59.46103922,8.094818954,12.0,6.0,0.0,82.03846154,57.13342308,71.37392308,4.0,60.76923077,1.0,31.247,4.0,15.20006985,-3.685503922,274.0927273
465,TTAN,31-03-2021,44.96126,55.78946,45.13341429,39.6013033,13.25169773,27.91051324,61.58079422,8.480758376,12.0,7.0,0.0,82.11296703,58.50043956,72.26081319,4.0,62.08791209,1.0,32.83371429,4.0,15.7224299,-6.189155212,303.6672727
466,TTAN,31-03-2022,50.77521,58.94736,45.14322088,42.20324505,13.88105624,27.40571397,63.70054923,8.866697798,11.0,7.0,0.0,82.18747253,59.86745604,73.1477033,4.0,63.40659341,1.0,34.42042857,4.0,16.24478995,-8.692806502,333.2418182
467,TTAN,31-03-2023,56.58916,62.10526,45.15302747,44.80518681,14.51041476,26.90091471,65.82030423,9.252637221,11.0,7.0,0.0,82.26197802,61.23447253,74.03459341,4.0,64.72527473,1.0,36.00714286,5.0,16.76715,-11.19645779,362.8163636
468,BPCL,31-03-2006,0.0,0.0,0.0,0.0,3.0588,6.1143,28.6179,1.1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8525,29.3994,188.75
469,BPCL,31-03-2007,4.9587,10.9375,39.2857,14.5228,3.2673,20.1521,5.1024,0.9887,0.0,3.0,1.0,81.81,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2167,30.3199,184.17
470,BPCL,31-03-2008,4.9587,10.9375,44.6429,15.7676,2.8161,14.5775,8.348,1.0392,0.0,4.0,1.0,91.09,36.363,100.0,0.0,0.0,1.0,0.0,3.0,4.1595,33.7541,253.68
471,BPCL,31-03-2009,4.9587,10.9375,44.6429,15.7676,2.6961,4.8345,21.4518,1.0053,0.0,4.0,1.0,85.64,36.363,100.0,0.0,0.0,1.0,9.09,3.0,1.2467,44.8264,302.4
472,BPCL,31-03-2010,2.4793,10.9375,44.6429,14.5228,2.2948,11.8915,11.474,1.0742,0.0,5.0,1.0,86.42,41.67,100.0,3.0,0.0,1.0,8.333,3.0,2.818,43.2057,347.8
473,BPCL,31-03-2011,7.438,10.9375,44.6429,17.0124,2.6174,11.0868,13.5305,1.1014,0.0,4.0,1.0,87.08,40.0,100.0,3.0,0.0,1.0,0.0,3.0,2.5433,37.4878,335.0
474,BPCL,31-03-2012,35.5372,54.6875,55.3571,45.2282,2.9834,5.0004,32.419,1.1213,11.0,4.0,1.0,95.23,40.0,100.0,3.0,0.0,1.0,0.0,3.0,1.08,38.7504,451.1
