,Entity,year,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ESG_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,RETURN_COM_EQY,PE_RATIO,TOBIN_Q_RATIO,NUMBER_OF_DIRECTORS_ON_BOARD,INDEPENDENT_DIRECTORS,CEO_DUALITY,BOARD_MEETING_ATTENDANCE_PCT,PCT_INDEPENDENT_DIRECTORS,PCT_IND_DIRECTORS_ON_AUDIT_CMTE,NUM_IND_DIR_ON_CMPNSTN_CMTE,PCT_OF_IND_DIRECTORS_ON_NOM_CMTE,CLASSIFIED_BOARD_SYSTEM,PCT_WOMEN_ON_BOARD,BOARD_DURATION,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_ASSET,IS_RD_EXPEND
121,KMB,31-03-2019,11.97909048,45.29294182,50.40047273,31.88198,0.0,13.06821667,37.51442095,1.548321225,16.0,5.0,0.0,94.30971515,50.77529697,111.8178606,2.0,98.99039394,1.0,15.78652121,5.0,1.848726471,11.10550437,0.0
122,KMB,31-03-2020,12.35110238,48.69698364,51.03900545,33.5008,0.0,12.76272304,38.91053406,1.571966632,17.0,5.0,0.0,95.63996364,50.23792727,116.9692545,2.0,109.0914545,1.0,17.42150909,5.0,1.803298529,9.083362986,0.0
123,KMB,31-03-2021,12.72311429,52.10102545,51.67753818,35.11962,0.0,12.45722941,40.30664716,1.59561204,18.0,5.0,0.0,96.97021212,49.70055758,122.1206485,1.0,119.1925152,1.0,19.05649697,5.0,1.757870588,7.061221603,0.0
124,KMB,31-03-2022,13.09512619,55.50506727,52.31607091,36.73844,0.0,12.15173578,41.70276027,1.619257448,19.0,5.0,0.0,98.30046061,49.16318788,127.2720424,1.0,129.2935758,1.0,20.69148485,5.0,1.712442647,5.03908022,0.0
125,KMB,31-03-2023,13.4671381,58.90910909,52.95460364,38.35726,0.0,11.84624216,43.09887337,1.642902855,20.0,5.0,0.0,99.63070909,48.62581818,132.4234364,1.0,139.3946364,1.0,22.32647273,5.0,1.667014706,3.016938837,0.0
126,ICICIBC,31-03-2006,0.0,0.0,0.0,0.0,0.0,14.0229,19.0265,1.1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0622,21.4669,0.0
127,ICICIBC,31-03-2007,0.0,0.0,0.0,0.0,0.0,11.949,27.5986,1.1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222,20.5659,0.0
128,ICICIBC,31-03-2008,0.0,0.0,0.0,0.0,0.0,9.8948,23.8999,1.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724,20.7088,0.0
129,ICICIBC,31-03-2009,0.0,6.6667,51.7857,14.4737,0.0,7.7887,10.3579,0.9791,0.0,11.0,0.0,79.69,68.75,100.0,5.0,100.0,1.0,6.25,3.0,0.7388,22.1274,0.0
130,ICICIBC,31-03-2010,0.0,6.6667,51.7857,14.4737,0.0,9.4902,22.7164,1.1122,0.0,11.0,0.0,81.19,64.706,100.0,3.0,75.0,1.0,5.882,3.0,0.9609,26.3142,0.0
131,ICICIBC,31-03-2011,0.0,6.6667,51.7857,14.4737,0.0,11.4321,20.848,1.1372,0.0,7.0,0.0,80.31,58.333,100.0,2.0,66.667,1.0,8.333,3.0,1.1911,27.4977,0.0
132,ICICIBC,31-03-2012,0.0,6.6667,51.7857,14.4737,0.0,13.112,13.4208,1.0668,12.0,7.0,0.0,87.87,58.333,100.0,2.0,66.667,1.0,16.667,3.0,1.3257,28.5703,0.0
133,ICICIBC,31-03-2013,0.0,6.6667,51.7857,14.4737,0.0,14.7704,12.5489,1.0768,13.0,8.0,0.0,93.33,66.667,100.0,3.0,100.0,1.0,16.667,3.0,1.4842,28.3064,0.0
134,ICICIBC,31-03-2014,0.0,6.6667,51.7857,14.4737,0.0,15.2093,13.0167,1.0901,13.0,8.0,0.0,95.23,66.667,100.0,3.0,100.0,1.0,8.333,3.0,1.5523,26.9469,0.0
135,ICICIBC,31-03-2015,5.3571,21.6667,51.7857,21.0526,0.0,15.2008,14.9032,1.1189,13.0,7.0,0.0,84.52,58.333,100.0,3.0,100.0,1.0,8.333,3.0,1.5563,27.6672,0.0
136,ICICIBC,31-03-2016,5.3571,21.6667,51.7857,21.0526,0.0,11.386,13.4997,1.0473,13.0,7.0,0.0,85.4,53.846,100.0,3.0,100.0,1.0,15.385,3.0,1.1669,25.9904,0.0
137,ICICIBC,31-03-2017,7.1429,26.6667,51.7857,23.2456,0.0,10.2528,15.811,1.0574,14.0,7.0,0.0,89.62,53.846,100.0,3.0,100.0,1.0,15.385,3.0,1.0699,21.4701,0.0
138,ICICIBC,31-03-2018,9.8214,26.6667,51.7857,24.5614,0.0,7.1654,23.1572,1.0608,14.0,6.0,0.0,77.21,50.0,100.0,3.0,100.0,1.0,25.0,3.0,0.731,22.667,0.0
139,ICICIBC,31-03-2019,9.8214,26.6667,51.7857,24.5614,0.0,3.7835,60.59,1.1162,15.0,6.0,0.0,77.21,50.0,100.0,3.0,100.0,1.0,25.0,3.0,0.3601,19.6044,0.0
140,ICICIBC,31-03-2020,11.51785,30.39397273,51.7857,25.76552909,0.0,7.024963971,28.0254719,1.098660784,15.0,5.0,0.0,83.91781818,49.0432,100.0,3.0,106.2120909,1.0,23.593,3.0,0.992042647,19.34039281,0.0
141,ICICIBC,31-03-2021,12.85714,32.98488182,51.7857,27.00954455,0.0,6.371398529,29.03033619,1.101172446,15.0,5.0,0.0,83.78927273,47.37644545,100.0,3.0,108.6363182,1.0,25.23372727,3.0,0.979883333,18.50183708,0.0
142,ICICIBC,31-03-2022,14.19643,35.57579091,51.7857,28.25356,0.0,5.717833088,30.03520048,1.103684107,16.0,4.0,0.0,83.66072727,45.70969091,100.0,3.0,111.0605455,1.0,26.87445455,3.0,0.96772402,17.66328136,0.0
143,ICICIBC,31-03-2023,15.53572,38.1667,51.7857,29.49757545,0.0,5.064267647,31.04006477,1.106195769,16.0,4.0,0.0,83.53218182,44.04293636,100.0,3.0,113.4847727,1.0,28.51518182,3.0,0.955564706,16.82472563,0.0
144,INFO,31-03-2006,0.0,0.0,0.0,0.0,35.1708,42.3248,29.1517,8.7599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8409,0.0,1670.0
145,INFO,31-03-2007,25.5814,33.3333,60.7143,35.5372,14.8065,37.1976,17.6595,4.8122,0.0,8.0,0.0,96.0,53.333,100.0,4.0,100.0,1.0,0.0,3.0,29.6799,0.0,2010.0
146,INFO,31-03-2008,25.5814,38.5965,62.5,37.1901,15.1091,37.3678,12.6568,3.5982,0.0,8.0,0.0,86.67,53.333,100.0,4.0,100.0,1.0,6.667,3.0,29.8289,0.0,2010.0
147,INFO,31-03-2009,40.3101,49.1228,67.8571,48.7603,29.0288,29.3855,23.9951,5.5377,0.0,9.0,0.0,90.11,60.0,100.0,4.0,100.0,1.0,6.667,3.0,24.9884,0.0,0.0
148,INFO,31-03-2010,46.5116,59.6491,73.2143,55.7851,24.2603,27.3132,27.0876,6.0876,0.0,8.0,0.0,100.0,57.143,100.0,4.0,100.0,1.0,0.0,3.0,23.2069,0.0,0.0
149,INFO,31-03-2011,46.5116,54.386,73.2143,54.5455,23.9232,27.9826,19.6929,4.3983,15.0,9.0,0.0,96.63,60.0,100.0,3.0,100.0,1.0,6.667,3.0,23.8825,0.0,0.0
150,INFO,31-03-2012,41.8605,64.9123,67.8571,53.3058,18.8093,25.7201,17.525,3.7033,14.0,8.0,0.0,90.8,57.143,100.0,3.0,100.0,1.0,7.143,3.0,22.2458,0.0,0.0
151,INFO,31-03-2013,37.2093,64.9123,67.8571,50.8264,15.3717,24.3865,17.6163,3.4546,13.0,7.0,0.0,85.98,53.846,100.0,3.0,100.0,1.0,7.692,3.0,20.5945,0.0,0.0
152,INFO,31-03-2014,44.186,64.9123,62.5,53.3058,16.5716,24.1053,20.5631,3.9954,10.0,8.0,0.0,73.07,80.0,100.0,5.0,100.0,1.0,20.0,5.0,19.981,0.0,0.0
153,INFO,31-03-2015,44.186,64.9123,62.5,53.3058,15.583,23.1557,20.6422,3.8761,9.0,7.0,0.0,75.81,77.778,100.0,4.0,100.0,1.0,33.333,5.0,19.0385,0.0,0.0
154,INFO,31-03-2016,44.186,64.9123,66.0714,54.1322,13.1337,21.9589,16.2779,2.9755,10.0,8.0,0.0,94.8,80.0,100.0,5.0,100.0,1.0,30.0,5.0,18.0876,0.0,0.0
155,INFO,31-03-2017,44.9612,70.1754,62.5,54.9587,13.2158,23.9409,15.9251,3.2663,9.0,6.0,0.0,87.15,66.667,100.0,4.0,100.0,1.0,33.333,5.0,19.638,0.0,0.0
156,INFO,31-03-2018,39.5349,59.6491,58.9286,48.7603,13.2165,23.722,20.989,4.0397,9.0,6.0,0.0,85.046,66.667,100.0,3.0,100.0,1.0,33.333,5.0,18.7137,0.0,0.0
157,INFO,31-03-2019,47.59216667,74.32217121,62.79761515,57.40670152,12.96961691,18.43952426,-4.692663158,-3.410436842,7.0,6.0,0.0,82.14654545,76.70215152,100.0,4.0,100.0,1.0,37.6120303,5.0,16.14515,0.0,0.0
158,INFO,31-03-2020,48.75224359,76.91694499,62.38552774,58.54089662,12.16445343,17.02148578,-8.474011579,-4.598259474,6.0,6.0,0.0,81.16824476,78.68312354,100.0,4.0,100.0,1.0,41.02881702,6.0,15.15431569,0.0,0.0
159,INFO,31-03-2021,49.91232051,79.51171876,61.97344033,59.67509172,11.35928995,15.6034473,-12.25536,-5.786082105,5.0,6.0,0.0,80.18994406,80.66409557,100.0,4.0,100.0,1.0,44.44560373,6.0,14.16348137,0.0,0.0
160,INFO,31-03-2022,51.07239744,82.10649254,61.56135291,60.80928683,10.55412647,14.18540882,-16.03670842,-6.973904737,4.0,6.0,0.0,79.21164336,82.6450676,100.0,4.0,100.0,1.0,47.86239044,6.0,13.17264706,0.0,0.0
161,INFO,31-03-2023,52.23247436,84.70126632,61.1492655,61.94348193,9.74896299,12.76737034,-19.81805684,-8.161727368,3.0,6.0,0.0,78.23334266,84.62603963,100.0,4.0,100.0,1.0,51.27917716,6.0,12.18181275,0.0,0.0
162,SBIN,31-03-2006,0.0,0.0,0.0,0.0,0.0,15.8545,9.2175,1.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344,10.345,0.0
163,SBIN,31-03-2007,0.0,0.0,0.0,0.0,0.0,18.0428,7.2753,1.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516,11.2051,0.0
164,SBIN,31-03-2008,0.0,0.0,0.0,0.0,0.0,17.2698,10.0591,1.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9727,10.9442,0.0
165,SBIN,31-03-2009,0.0,0.0,0.0,0.0,0.0,16.3968,6.1796,0.9964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9395,8.7279,0.0
166,SBIN,31-03-2010,2.6786,16.6667,28.5714,12.7193,0.0,15.0892,11.2445,1.0337,0.0,0.0,0.0,81.39,0.0,0.0,0.0,0.0,0.0,15.384,0.0,0.8518,12.2497,0.0
167,SBIN,31-03-2011,2.6786,16.6667,28.5714,12.7193,0.0,12.8265,16.4327,1.0559,0.0,0.0,0.0,86.21,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.6898,11.7852,0.0
168,SBIN,31-03-2012,2.6786,16.6667,28.5714,12.7193,0.0,16.1761,8.6787,1.0188,14.0,0.0,0.0,85.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8823,11.4393,0.0
169,SBIN,31-03-2013,2.6786,26.6667,28.5714,15.3509,0.0,15.4942,7.7683,1.0079,18.0,0.0,0.0,78.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9042,12.4549,0.0
170,SBIN,31-03-2014,5.3571,26.6667,33.9286,17.9825,0.0,10.4065,9.4005,0.9982,17.0,0.0,0.0,79.69,0.0,0.0,0.0,0.0,1.0,5.556,3.0,0.6259,12.0975,0.0
171,SBIN,31-03-2015,5.3571,31.6667,44.6429,21.9298,0.0,11.0082,11.7333,1.0141,15.0,4.0,0.0,75.97,26.667,37.5,2.0,100.0,1.0,6.667,3.0,0.667,10.691,0.0
172,SBIN,31-03-2016,8.0357,26.6667,33.9286,19.2982,0.0,7.1493,12.1787,0.9903,17.0,4.0,0.0,73.78,26.667,37.5,2.0,100.0,1.0,14.286,3.0,0.4235,13.0327,0.0
173,SBIN,31-03-2017,2.6786,31.6667,33.9286,17.9825,0.0,0.1213,946.4516,1.0049,15.0,4.0,0.0,79.89,26.667,37.5,2.0,100.0,1.0,16.667,3.0,0.0074,10.6638,0.0
174,SBIN,31-03-2018,5.3571,31.6667,48.2143,22.807,0.0,-2.0363,946.4516,0.998,17.0,6.0,0.0,79.01,50.0,42.857,2.0,66.667,1.0,8.333,3.0,-0.129,11.5034,0.0
175,SBIN,31-03-2019,5.3571,31.6667,48.2143,22.807,0.0,0.9895,124.3217,1.0133,14.0,7.0,0.0,77.33,50.0,50.0,2.0,100.0,1.0,14.286,3.0,0.0613,11.64,0.0
176,SBIN,31-03-2020,6.249953333,36.33336667,47.97623333,24.41519333,0.0,0.017879412,399.1241863,1.013373856,15.0,7.0,0.0,75.302,56.9999,50.1785,2.0,83.3335,1.0,12.643,3.0,0.079002941,12.43231503,0.0
177,SBIN,31-03-2021,6.607088485,38.27276061,50.20567758,25.64857758,0.0,-1.484372549,428.6024655,1.013734847,15.0,8.0,0.0,74.49581818,63.9998,53.2142,2.0,80.0002,1.0,13.28392727,3.0,0.007305882,12.5990558,0.0
178,SBIN,31-03-2022,6.964223636,40.21215455,52.43512182,26.88196182,0.0,-2.98662451,458.0807448,1.014095838,15.0,9.0,0.0,73.68963636,70.9997,56.2499,2.0,76.6669,1.0,13.92485455,3.0,-0.064391176,12.76579656,0.0
179,SBIN,31-03-2023,7.321358788,42.15154848,54.66456606,28.11534606,0.0,-4.488876471,487.559024,1.014456828,15.0,10.0,0.0,72.88345455,77.9996,59.2856,2.0,73.3336,1.0,14.56578182,3.0,-0.136088235,12.93253732,0.0
180,BAF,31-03-2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,BAF,31-03-2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,BAF,31-03-2008,0.0,0.0,44.6429,10.9649,0.0,0.0,22.8323,1.4803,14.0,8.0,0.0,93.75,66.67,80.0,4.0,66.67,1.0,8.333,5.0,0.0,81.3141,0.0
183,BAF,31-03-2009,0.0,3.3333,39.2857,10.5263,0.0,20.9158,28.5768,1.6312,15.0,8.0,0.0,82.05,61.539,80.0,4.0,66.667,1.0,7.692,5.0,3.2065,78.8209,0.0
184,BAF,31-03-2010,0.0,3.3333,48.2143,12.7193,0.0,22.2867,34.434,1.8877,15.0,8.0,0.0,93.4,61.539,80.0,4.0,66.667,1.0,7.692,5.0,3.3722,75.2676,0.0
185,BAF,31-03-2011,4.4643,33.3333,51.7857,23.6842,0.0,20.0506,39.8276,2.0119,15.0,8.0,0.0,92.3,61.539,80.0,4.0,66.667,1.0,7.692,5.0,3.4025,69.299,0.0
186,BAF,31-03-2012,4.4643,33.3333,51.7857,23.6842,0.0,22.4786,43.6319,2.2461,15.0,8.0,0.0,93.26,61.539,80.0,4.0,66.667,1.0,7.692,5.0,3.8224,71.1527,0.0
187,BAF,31-03-2013,4.4643,48.3333,55.17854,27.89473,0.0,22.046,49.71552,2.42513,15.0,8.0,0.0,93.733,59.4866,80.0,4.0,66.6658,1.0,7.4356,5.0,3.9204,66.21745,0.0
188,BAF,31-03-2014,4.4643,60.3333,57.8571,31.75438,0.0,22.29123,55.00052,2.61636,16.0,8.0,0.0,94.66,58.4604,80.0,4.0,66.6652,1.0,7.3074,5.0,4.1082,63.23298,0.0
189,BAF,31-03-2015,4.4643,72.3333,60.53566,35.61403,0.0,22.53646,60.28552,2.80759,16.0,8.0,0.0,95.587,57.4342,80.0,4.0,66.6646,1.0,7.1792,5.0,4.296,60.24851,0.0
190,BAF,31-03-2016,4.4643,84.3333,63.21422,39.47368,0.0,22.78169,65.57052,2.99882,16.0,8.0,0.0,96.514,56.408,80.0,4.0,66.664,1.0,7.051,5.0,4.4838,57.26404,0.0
191,BAF,31-03-2017,4.4643,96.3333,65.89278,43.33333,0.0,23.02692,70.85552,3.19005,16.0,8.0,0.0,97.441,55.3818,80.0,4.0,66.6634,1.0,6.9228,5.0,4.6716,54.27957,0.0
192,BAF,31-03-2018,4.4643,108.3333,68.57134,47.19298,0.0,23.27215,76.14052,3.38128,16.0,8.0,0.0,98.368,54.3556,80.0,4.0,66.6628,1.0,6.7946,5.0,4.8594,51.2951,0.0
193,BAF,31-03-2019,4.4643,120.3333,71.2499,51.05263,0.0,23.51738,81.42552,3.57251,17.0,8.0,0.0,99.295,53.3294,80.0,4.0,66.6622,1.0,6.6664,5.0,5.0472,48.31063,0.0
194,BAF,31-03-2020,4.4643,132.3333,73.92846,54.91228,0.0,23.76261,86.71052,3.76374,17.0,8.0,0.0,100.222,52.3032,80.0,4.0,66.6616,1.0,6.5382,5.0,5.235,45.32616,0.0
195,BAF,31-03-2021,4.4643,144.3333,76.60702,58.77193,0.0,24.00784,91.99552,3.95497,17.0,8.0,0.0,101.149,51.277,80.0,4.0,66.661,1.0,6.41,5.0,5.4228,42.34169,0.0
196,BAF,31-03-2022,4.4643,156.3333,79.28558,62.63158,0.0,24.25307,97.28052,4.1462,17.0,8.0,0.0,102.076,50.2508,80.0,4.0,66.6604,1.0,6.2818,5.0,5.6106,39.35722,0.0
197,BAF,31-03-2023,4.4643,168.3333,81.96414,66.49123,0.0,24.4983,102.56552,4.33743,17.0,8.0,0.0,103.003,49.2246,80.0,4.0,66.6598,1.0,6.1536,5.0,5.7984,36.37275,0.0
198,MSIL,31-03-2006,0.0,0.0,0.0,0.0,8.2962,24.2795,20.7197,3.3044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0294,8.9454,396.0
199,MSIL,31-03-2007,0.0,0.0,0.0,0.0,7.106,25.2522,14.9193,2.5937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7055,7.2887,639.0
200,MSIL,31-03-2008,0.0,0.0,0.0,0.0,3.5996,22.8981,13.3495,1.8676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7546,0.0716,638.0
201,MSIL,31-03-2009,31.0078,38.5965,58.9286,39.2562,5.9359,13.4935,18.3581,1.9208,0.0,4.0,0.0,73.85,36.363,75.0,0.0,0.0,1.0,9.09,0.0,7.75,5.389,910.0
202,MSIL,31-03-2010,31.0078,49.1228,58.9286,41.7355,8.7038,24.1375,15.6076,2.6964,0.0,4.0,0.0,72.73,36.363,75.0,0.0,0.0,1.0,9.09,0.0,16.9075,5.3367,1733.0
203,MSIL,31-03-2011,33.3333,54.386,58.9286,44.2149,8.1837,17.9862,15.3062,2.1596,0.0,4.0,0.0,66.67,36.363,75.0,0.0,0.0,1.0,9.09,0.0,13.2086,2.3762,4163.0
204,MSIL,31-03-2012,33.3333,54.386,58.9286,44.2149,5.9824,11.2142,23.2085,2.0105,13.0,4.0,0.0,63.63,36.363,75.0,0.0,0.0,1.0,9.09,0.0,7.9667,6.1509,3717.0
205,MSIL,31-03-2013,33.3333,54.386,58.9286,44.2149,5.5129,14.2307,15.6741,1.715,12.0,4.0,0.0,76.47,33.333,75.0,0.0,0.0,1.0,8.333,3.0,9.7566,5.7012,5146.0
206,MSIL,31-03-2014,41.8605,54.386,64.2857,50.0,6.3747,14.08,20.8783,2.2094,12.0,4.0,0.0,87.22,33.333,75.0,0.0,0.0,1.0,8.333,3.0,9.6721,6.3672,6576.0
207,MSIL,31-03-2015,37.2093,49.1228,53.5714,43.8017,9.295,16.6208,29.3347,3.5342,12.0,4.0,0.0,87.5,33.333,75.0,2.0,50.0,1.0,8.333,3.0,11.5459,1.9323,6560.0
208,MSIL,31-03-2016,41.8605,49.1228,53.5714,46.281,8.1361,20.0097,20.4258,2.9109,12.0,4.0,0.0,85.71,33.333,75.0,2.0,50.0,1.0,8.333,3.0,14.2382,0.6771,5935.0
209,MSIL,31-03-2017,48.062,33.3333,53.5714,45.8678,9.8899,22.1887,24.1977,3.7838,12.0,4.0,0.0,83.33,33.333,75.0,2.0,50.0,1.0,8.333,3.0,15.8627,1.1066,6404.0
210,MSIL,31-03-2018,49.6124,38.5965,53.5714,47.9339,11.6244,19.7904,33.9662,4.7365,12.0,4.0,0.0,89.65,33.333,80.0,2.0,50.0,1.0,16.667,3.0,14.0452,0.2915,8316.0
211,MSIL,31-03-2019,49.6124,38.5965,53.5714,47.9339,9.7891,17.0641,26.3518,3.4148,12.0,4.0,0.0,91.66,33.333,80.0,2.0,50.0,1.0,16.667,3.0,12.3157,0.3868,7128.0
212,MSIL,31-03-2020,51.79703091,40.12758727,52.59735455,49.23368909,9.726935,16.12240762,26.901635,3.496025,12.0,4.0,0.0,94.14181818,32.121,78.36363636,2.0,50.0,1.0,13.63670909,3.0,12.0273019,0.4757625,8836.371429
213,MSIL,31-03-2021,53.91119364,39.02710636,51.86682727,49.93241455,9.976846471,15.7634419,27.6273825,3.584944853,12.0,4.0,0.0,96.52272727,31.73536364,78.77272727,2.0,50.0,1.0,14.22223636,3.0,11.92384798,0.059759559,9452.342857
214,MSIL,31-03-2022,56.02535636,37.92662545,51.1363,50.63114,10.22675794,15.40447619,28.35313,3.673864706,12.0,4.0,0.0,98.90363636,31.34972727,79.18181818,2.0,50.0,1.0,14.80776364,3.0,11.82039405,-0.356243382,10068.31429
215,MSIL,31-03-2023,58.13951909,36.82614455,50.40577273,51.32986545,10.47666941,15.04551048,29.0788775,3.762784559,12.0,4.0,0.0,101.2845455,30.96409091,79.59090909,2.0,50.0,1.0,15.39329091,3.0,11.71694012,-0.772246324,10684.28571
216,AXSB,31-03-2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,AXSB,31-03-2007,0.0,0.0,0.0,0.0,0.0,0.0,21.0253,1.1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1211,0.0
218,AXSB,31-03-2008,0.0,11.6667,48.2143,14.9123,0.0,17.4355,24.8408,1.178,0.0,7.0,1.0,82.5,63.636,66.667,3.0,75.0,1.0,9.091,3.0,1.1587,11.2317,0.0
219,AXSB,31-03-2009,0.0,11.6667,48.2143,14.9123,0.0,19.1363,8.2103,1.0318,0.0,6.0,1.0,92.59,60.0,66.667,3.0,75.0,1.0,10.0,3.0,1.4094,12.8763,0.0
220,AXSB,31-03-2010,0.0,15.0,44.6429,14.9123,0.0,18.9281,18.0202,1.1736,0.0,7.0,0.0,77.464,58.333,75.0,3.0,75.0,1.0,16.67,3.0,1.5098,14.1449,0.0
221,AXSB,31-03-2011,0.0,15.0,44.6429,14.9123,0.0,19.1488,17.1683,1.1597,0.0,8.0,0.0,80.15,57.143,75.0,4.0,75.0,1.0,14.286,3.0,1.5786,16.0607,0.0
222,AXSB,31-03-2012,5.3571,15.0,44.6429,17.5439,0.0,20.299,11.1934,1.0865,13.0,8.0,0.0,79.53,61.54,75.0,2.0,100.0,1.0,15.384,3.0,1.5985,17.2903,0.0
223,AXSB,31-03-2013,5.3571,30.0,39.2857,20.1754,0.0,18.7491,10.754,1.0814,13.0,7.0,0.0,79.53,50.0,75.0,3.0,100.0,1.0,14.29,3.0,1.6725,19.2864,0.0
224,AXSB,31-03-2014,5.3571,25.0,44.6429,17.5439,0.0,17.6372,10.8563,1.0782,13.0,7.0,0.0,95.23,50.0,75.0,3.0,100.0,1.0,14.286,3.0,1.7362,18.4994,0.0
225,AXSB,31-03-2015,24.1071,25.0,44.6429,29.386,0.0,17.8723,17.7503,1.188,12.0,7.0,0.0,92.39,53.846,75.0,3.0,75.0,1.0,23.077,3.0,1.7451,21.5494,0.0
226,AXSB,31-03-2016,26.7857,25.0,44.6429,30.7018,0.0,16.9522,12.6466,1.0957,12.0,8.0,0.0,92.4,61.539,100.0,4.0,100.0,1.0,23.077,5.0,1.6475,23.713,0.0
227,AXSB,31-03-2017,39.2857,45.0,58.9286,45.614,0.0,7.1913,29.6735,1.1,14.0,9.0,0.0,95.14,60.0,100.0,4.0,100.0,1.0,20.0,5.0,0.6828,21.6569,0.0
228,AXSB,31-03-2018,41.9643,40.0,62.5,46.4912,0.0,0.756,274.4624,1.0949,14.0,8.0,0.0,96.18,53.333,75.0,4.0,100.0,1.0,20.0,3.0,0.0693,25.4547,0.0
229,AXSB,31-03-2019,41.9643,40.0,62.5,46.4912,0.0,7.6336,39.6354,1.1622,13.0,8.0,0.0,88.13,57.143,80.0,3.0,75.0,0.0,14.286,3.0,0.664,20.2735,0.0
230,AXSB,31-03-2020,52.90180714,44.21716212,57.84633788,47.91332727,0.0,6.627309091,93.18465769,1.112934615,13.0,8.0,0.0,95.18242424,54.46262121,90.05040909,4.0,97.72727273,1.0,21.60130303,4.0,0.779284848,24.6292,0.0
231,AXSB,31-03-2021,59.37503095,47.19501527,59.21371935,51.26413916,0.0,5.316902797,101.0436,1.111791209,14.0,9.0,0.0,96.34851515,54.0400373,91.8743951,4.0,99.3006993,1.0,22.43167016,4.0,0.700810723,25.50855495,0.0
232,AXSB,31-03-2022,65.84825476,50.17286841,60.58110082,54.61495105,0.0,4.006496503,108.9025423,1.110647802,14.0,9.0,0.0,97.51460606,53.61745338,93.69838112,4.0,100.8741259,1.0,23.2620373,4.0,0.622336597,26.38790989,0.0
233,AXSB,31-03-2023,72.32147857,53.15072156,61.94848228,57.96576294,0.0,2.69609021,116.7614846,1.109504396,14.0,9.0,0.0,98.68069697,53.19486946,95.52236713,4.0,102.4475524,1.0,24.09240443,4.0,0.543862471,27.26726484,0.0
234,LT,31-03-2006,0.0,0.0,0.0,0.0,3.6033,31.9501,25.9513,2.7325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8918,21.7461,392.6
235,LT,31-03-2007,0.0,0.0,0.0,0.0,2.9915,37.805,20.2041,2.5666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8425,26.2255,554.7
236,LT,31-03-2008,0.0,0.0,0.0,0.0,3.3812,27.4767,35.791,2.9481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5189,30.9624,672.5
237,LT,31-03-2009,31.0078,28.0702,53.5714,35.5372,2.1286,30.537,13.0212,1.4566,0.0,9.0,1.0,90.63,52.941,100.0,3.0,75.0,1.0,5.882,0.0,7.9374,33.1616,801.9
238,LT,31-03-2010,33.3333,28.0702,53.5714,36.7769,2.6891,31.1658,18.1986,2.0881,0.0,9.0,1.0,90.75,52.941,100.0,3.0,75.0,1.0,5.882,0.0,8.6212,31.9265,915.4
239,LT,31-03-2011,49.6124,38.5965,58.9286,49.1736,2.2133,19.3571,22.4565,1.7972,0.0,9.0,1.0,92.76,52.941,100.0,4.0,80.0,1.0,5.882,0.0,5.3787,34.7206,1089.8
