,Year,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY,Liquidity
10994,2014,STEC,30.5804,5.5874,7.3761,78.5972,3.9187,0.9934,6.6819,1.6642,123.4567,0.9892,1.9939,12184.882,5534.586,0.0469,2.201588700582121
10995,2015,STEC,30.5804,5.5874,7.3761,78.5972,3.9382,1.1686,14.4489,1.7002,151.0222,1.2938,22.3281,15950.436,7779.397,0.0094,2.0503434906330145
10996,2016,STEC,28.2064,8.1244,10.2781,66.0747,4.6967,1.0978,13.5633,1.6554,182.0353,1.1547,18.3854,17110.924,7202.371,0.0124,2.3757348795278665
10997,2017,STEC,28.2064,8.1244,10.2781,66.0747,4.7509,1.0835,10.6139,1.5711,209.702,1.1304,15.1985,19547.178,8049.419,0.0037,2.428396136416802
10998,2018,STEC,16.2137,5.2338,5.0561,38.2679,3.0998,1.3601,6.1426,2.5601,16.9996,1.7734,10.6315,3206.8917,2536.1414,40.6065,1.2644766967646206
10999,2019,STEC,18.4929,5.4798,5.6645,44.2371,3.2729,1.3437,6.7161,2.439,34.2831,1.7206,11.0161,4706.5418,3073.4251,34.9908,1.5313670080979036
11000,2020,STEC,20.772,5.7258,6.273,50.2063,3.446,1.3272,7.2897,2.3179,51.5666,1.6678,11.4008,6206.192,3610.7087,29.3752,1.7188293256667313
11001,2021,STEC,23.0511,5.9718,6.8814,56.1755,3.6191,1.3107,7.8633,2.1967,68.85,1.6149,11.7854,7705.8421,4147.9923,23.7596,1.8577281592350112
11002,2022,STEC,25.3303,6.2178,7.4898,62.1447,3.7922,1.2943,8.4369,2.0756,86.1335,1.5621,12.1701,9205.4923,4685.2759,18.144,1.964770591204672
11003,2023,STEC,27.6094,6.4638,8.0983,68.1139,3.9653,1.2778,9.0104,1.9545,103.417,1.5093,12.5547,10705.1424,5222.5596,12.5283,2.04978846004936
11004,2003,MMFG,14.4628,8.5271,3.5088,39.2857,2.4339,0.9648,7.7336,2.1784,-63.3347,0.8517,14.3942,-1832.2907,-2165.8522,99.363,0.8459906451603669
11005,2004,MMFG,14.4628,8.5271,3.5088,39.2857,2.4052,1.0216,7.55,2.2113,-38.5458,1.002,14.2237,-1187.4905,-1588.2561,100.4059,0.7476694092344428
11006,2005,MMFG,14.4628,8.5271,3.5088,39.2857,2.3766,1.4868,7.3664,2.2442,22.7629,2.1768,14.0531,636.009,196.438,95.1639,3.237708589987681
11007,2006,MMFG,14.4628,8.5271,3.5088,39.2857,2.8753,1.4418,8.6047,2.3573,26.8147,2.0189,17.8001,714.224,139.671,99.6011,5.113616999949883
11008,2007,MMFG,14.4628,8.5271,3.5088,39.2857,2.6791,1.1211,9.0067,2.1875,31.7011,1.2527,18.2226,661.888,146.748,82.2425,4.510371521247309
11009,2008,MMFG,14.4628,8.5271,3.5088,39.2857,2.0198,0.9645,7.5962,2.3166,36.2143,0.9106,14.2367,974.308,223.862,118.6752,4.352270595277448
11010,2009,MMFG,14.4628,8.5271,3.5088,39.2857,1.8823,0.7743,4.5526,2.4308,39.5276,0.4693,9.1494,863.835,103.054,116.6958,8.382352941176471
11011,2010,MMFG,14.4628,8.5271,3.5088,39.2857,1.6024,0.7367,4.4662,2.3423,85.9303,0.3855,8.6964,900.548,168.583,110.2421,5.341867210810105
11012,2011,MMFG,14.4628,8.5271,3.5088,39.2857,2.773,2.0661,4.4662,2.3423,150.2025,3.4638,8.6964,3842.787,2902.0,94.9149,1.324185733976568
11013,2012,MMFG,14.4628,8.5271,3.5088,39.2857,2.1991,1.7264,7.6596,2.6063,176.9875,3.0754,17.8326,4993.094,3596.492,147.6931,1.3883233995793678
11014,2013,MMFG,14.4628,8.5271,3.5088,39.2857,1.2621,0.9548,3.561,2.6687,188.4795,0.8874,6.4931,3580.183,3114.118,107.9863,1.1496619588596193
11015,2014,MMFG,14.4628,8.5271,3.5088,39.2857,1.7467,1.557,3.8904,2.5485,201.7997,2.449,7.0672,5291.895,4516.473,109.2752,1.1716875092577772
11016,2015,MMFG,14.4628,8.5271,3.5088,39.2857,2.6561,2.048,6.7869,2.5618,231.7869,3.6488,14.8599,6187.889,4694.291,106.4797,1.3181732875102972
11017,2016,MMFG,14.4628,8.5271,3.5088,39.2857,2.5561,1.8149,8.323,2.4943,278.7836,3.01,20.2758,7397.865,6191.695,97.2468,1.1948044921463348
11018,2017,MMFG,14.4628,8.5271,3.5088,39.2857,2.3193,1.1353,6.9992,2.3099,11.0322,1.3026,13.7121,102.1098,-433.0638,102.4917,-0.2357846580573116
11019,2018,MMFG,14.4628,8.5271,3.5088,39.2857,2.2907,1.1921,6.8156,2.3428,35.8212,1.4529,13.5416,746.9099,144.5323,103.5346,5.167771494676277
11020,2019,MMFG,14.4628,8.5271,3.5088,39.2857,2.262,1.249,6.632,2.3757,60.6101,1.6032,13.3711,1391.7101,722.1284,104.5775,1.9272335778512515
11021,2020,MMFG,14.4628,8.5271,3.5088,39.2857,2.2334,1.3058,6.4485,2.4086,85.3991,1.7535,13.2005,2036.5102,1299.7246,105.6204,1.5668782448220184
11022,2021,MMFG,14.4628,8.5271,3.5088,39.2857,2.2047,1.3626,6.2649,2.4415,110.1881,1.9039,13.03,2681.3103,1877.3207,106.6633,1.4282643876456484
11023,2022,MMFG,14.4628,8.5271,3.5088,39.2857,2.1761,1.4194,6.0813,2.4744,134.977,2.0542,12.8595,3326.1105,2454.9168,107.7062,1.354877077707888
11024,2023,MMFG,14.4628,8.5271,3.5088,39.2857,2.1474,1.4763,5.8977,2.5073,159.766,2.2045,12.689,3970.9106,3032.5129,108.7491,1.3094455756478398
11025,2003,HOE,17.1488,-1.2096,-4.3279,56.8328,2.9069,0.5636,5.4486,1.1743,27.0683,0.4957,3.5132,1436.5372,284.6769,0.0,5.0462022032697424
11026,2004,HOE,18.0165,-0.9712,-3.1891,58.0577,3.9877,2.0551,9.6832,1.1951,14.6725,2.2995,8.4417,1333.5082,460.0491,0.0,2.898621473229705
11027,2005,HOE,18.8843,-0.7328,-2.0502,59.2826,5.1942,2.186,13.3926,1.3459,34.078,2.7129,16.0959,1828.5386,748.9415,11.9301,2.441497233094975
11028,2006,HOE,19.752,-0.4944,-0.9114,60.5075,5.5276,2.7604,5.3763,1.4711,35.8532,3.6347,5.2091,1597.7003,1041.4456,6.7212,1.5341178646297031
11029,2007,HOE,20.6197,-0.256,0.2275,61.7324,2.0234,1.2331,0.5232,1.5633,48.4585,1.3741,61.4477,2617.5778,1046.4544,33.7374,2.5013777953439726
11030,2008,HOE,22.7241,0.0,0.0,68.0012,3.1549,1.2707,2.6705,1.3767,77.4781,1.3488,158.2218,2525.0072,1444.2382,14.5613,1.748331542539174
11031,2009,HOE,24.6957,1.0873,4.8368,68.0012,1.1431,0.8237,3.7531,1.3992,81.5266,0.7347,5.2253,4408.442,4062.6413,12.2651,1.0851172118001164
11032,2010,HOE,24.6957,1.0873,4.8368,68.0012,2.614,1.9829,2.5076,1.617,84.9009,2.6955,4.1388,2349.8104,1508.3463,58.8923,1.557871955531697
11033,2011,HOE,25.6212,1.0873,7.6179,68.0012,2.7242,1.7408,4.2333,1.6824,90.5661,2.2166,6.6728,2382.3378,1215.4457,49.8744,1.9600528431669135
11034,2012,HOE,25.6212,1.0873,7.6179,68.0012,1.5097,1.1229,1.7514,1.645,93.1815,1.2025,2.8879,2026.1005,1295.1741,48.5786,1.5643460597305028
11035,2013,HOE,24.6957,1.0873,7.6179,65.2318,0.2272,1.0105,-29.3798,2.0023,50.7872,1.0278,-45.4965,1954.746,1823.1029,133.656,1.0722082664670216
11036,2014,HOE,25.6212,1.0873,7.6179,68.0012,-0.3409,1.0497,-7.235,2.8533,41.0703,1.1541,-19.1327,1014.0071,3181.4659,176.6641,0.3187232338400986
11037,2015,HOE,26.8585,1.0873,8.2527,71.0716,-3.187,1.4588,-116.3296,2.5675,21.5126,1.7106,-47.62,1533.3961,437.0769,0.0,3.5082981964958564
11038,2016,HOE,24.3336,1.0873,5.6832,66.0747,-2.6325,1.2178,1.0837,1.5806,23.3976,1.3506,8.7621,2433.417,634.525,0.0,3.835021472755211
11039,2017,HOE,25.1886,1.0873,8.2527,66.0747,-0.3532,2.3153,7.0978,1.5715,26.1581,3.022,11.7982,2352.603,674.521,0.0,3.4878128331067533
11040,2018,HOE,25.7922,1.0873,10.0665,66.0747,2.0566,2.9467,7.0246,1.4744,29.3661,3.7611,12.2639,2017.297,411.323,0.0649,4.904410888766249
11041,2019,HOE,28.3271,2.4162,10.0665,72.3359,3.5948,2.5695,24.5358,1.3836,41.3996,3.1329,40.9778,2451.459,657.993,2.2095,3.725661215240891
11042,2020,HOE,34.7551,2.4162,16.8077,84.8585,-0.2324,0.7875,15.544,1.4509,51.3983,0.6761,25.8166,2667.093,2140.621,4.7034,1.2459435836610029
11043,2021,HOE,35.0367,3.2619,16.8077,84.8585,0.6008,1.4654,4.8104,1.572,55.441,1.7523,7.8653,2267.331,1787.503,21.7096,1.2684347942353105
11044,2022,HOE,36.9782,4.6814,21.2213,84.8585,1.2853,2.411,1.4742,1.8249,56.9498,3.8613,2.7215,1668.984,3488.918,47.4482,0.4783672187193851
11045,2023,HOE,36.9782,4.6814,21.2213,84.8585,2.343,1.3473,11.4905,1.9864,71.6171,1.6784,25.77,4687.804,5461.857,38.4499,0.8582802515701162
11046,2003,VCL,15.7025,7.7519,5.2632,44.6429,-1.6014,-0.2033,-17.2776,14.4612,-49.8041,-0.6234,-75.8503,-117.2024,1596.2161,422.5914,-0.0734251458809367
11047,2004,VCL,15.7025,7.7519,5.2632,44.6429,-1.3508,-0.0906,-15.832,13.866,-44.4778,-0.3896,-69.5444,127.156,1718.4627,408.0979,0.0739940413021475
11048,2005,VCL,15.7025,7.7519,5.2632,44.6429,-1.1002,0.022,-14.3864,13.2708,-39.1514,-0.1558,-63.2384,371.5143,1840.7094,393.6045,0.2018321305905212
11049,2006,VCL,15.7025,7.7519,5.2632,44.6429,-0.8496,0.1346,-12.9409,12.6756,-33.8251,0.0779,-56.9325,615.8727,1962.9561,379.1111,0.3137475667438512
11050,2007,VCL,15.7025,7.7519,5.2632,44.6429,-0.599,0.2472,-11.4953,12.0804,-28.4987,0.3117,-50.6265,860.2311,2085.2027,364.6177,0.4125407568290603
11051,2008,VCL,15.7025,7.7519,5.2632,44.6429,-0.3484,0.3598,-10.0497,11.4852,-23.1724,0.5455,-44.3206,1104.5895,2207.4494,350.1243,0.5003917643593552
11052,2009,VCL,15.7025,7.7519,5.2632,44.6429,-0.0978,0.4724,-8.6041,10.8901,-17.846,0.7793,-38.0147,1348.9478,2329.696,335.6309,0.579023100009615
11053,2010,VCL,15.7025,7.7519,5.2632,44.6429,0.1528,0.585,-7.1585,10.2949,-12.5197,1.0131,-31.7087,1593.3062,2451.9427,321.1375,0.6498137986666654
11054,2011,VCL,15.7025,7.7519,5.2632,44.6429,0.4034,0.6976,-5.713,9.6997,-7.1933,1.2468,-25.4028,1837.6646,2574.1894,306.6441,0.7138808822691912
11055,2012,VCL,15.7025,7.7519,5.2632,44.6429,0.654,0.8102,-4.2674,9.1045,-1.867,1.4806,-19.0968,2082.0229,2696.436,292.1507,0.7721388158294874
11056,2013,VCL,15.7025,7.7519,5.2632,44.6429,1.1733,0.9715,-2.8218,8.5093,9.8773,0.8008,-12.7909,1580.6013,2271.3657,206.2141,0.6958814690210389
11057,2014,VCL,15.7025,7.7519,5.2632,44.6429,1.9683,1.2276,-1.3762,7.9142,15.2318,2.2322,-6.4849,2557.914,2021.1934,194.6515,1.2655463846260333
11058,2015,VCL,15.7025,7.7519,5.2632,44.6429,1.6416,1.4271,3.82,6.1392,15.1097,3.9346,-0.8021,3349.2047,3511.8075,268.2352,0.9536982593721324
11059,2016,VCL,15.7025,7.7519,5.2632,44.6429,1.2923,1.3566,0.996,7.0186,16.2289,3.5517,7.4073,3234.3964,4078.6455,310.5013,0.7930074825085927
11060,2017,VCL,15.7025,7.7519,5.2632,44.6429,1.3448,1.2752,1.9554,7.0839,18.6377,2.9322,14.8425,4010.742,4231.208,323.2773,0.9478952582808504
11061,2018,VCL,15.7025,7.7519,5.2632,44.6429,1.6121,1.0368,3.1673,6.0636,23.841,1.1958,27.9182,3724.695,3651.64,229.976,1.0200060794601875
11062,2019,VCL,15.7025,7.7519,5.2632,44.6429,1.5318,0.8899,2.9794,4.9345,26.7863,0.4939,12.3539,3453.63,3275.744,197.135,1.0543039993357235
11063,2020,VCL,15.7025,7.7519,5.2632,44.6429,1.7933,1.1849,4.5743,4.2349,32.8379,1.7285,22.5924,3490.839,3277.269,171.0608,1.0651670644063702
11064,2021,VCL,15.7025,7.7519,5.2632,44.6429,3.8698,2.7857,9.6449,3.5682,46.3541,6.9008,41.1602,4175.569,3699.588,131.7598,1.1286578397378304
11065,2022,VCL,15.7025,7.7519,5.2632,44.6429,4.0947,2.1408,13.8936,2.8439,69.3745,3.8934,49.6621,4682.348,3669.466,91.5588,1.2760298092419988
11066,2023,VCL,15.7025,7.7519,5.2632,44.6429,1.1551,1.0355,1.5149,6.7238,8.7857,1.9482,6.127,2570.7397,2940.9294,263.1639,0.8741249279904509
11067,2003,KS,12.7074,4.7824,-3.6502,36.8946,1.1396,0.4988,2.2383,1.7641,95.6465,0.1208,4.6609,1704.3334,787.8847,44.5251,2.1631761601665827
11068,2004,KS,13.7734,4.6098,-2.7428,39.3532,1.386,0.8572,3.3894,1.9526,59.8124,0.6888,-12.4953,1768.9637,1408.3459,63.1629,1.2560576915088828
11069,2005,KS,14.8395,4.4372,-1.8354,41.8118,2.8481,1.5232,8.7124,2.2287,65.2857,2.1896,9.1507,2384.0732,1830.0814,61.3943,1.3027142945663508
11070,2006,KS,17.282,3.8659,2.5695,45.304,3.8906,2.1194,15.8837,2.1111,87.4767,3.2271,33.9907,2838.9906,2213.6277,26.172,1.282505906481022
11071,2007,KS,17.282,3.8659,2.5695,45.304,3.8407,2.0675,11.2393,1.9732,113.6308,3.0934,34.8405,4343.9849,3514.5964,22.4439,1.235983995203546
11072,2008,KS,17.282,3.8659,2.5695,45.304,2.4669,1.3469,8.1285,2.0354,128.9388,1.7287,13.4718,6160.0923,4876.7446,44.9391,1.2631566352685355
11073,2009,KS,20.0583,3.8659,2.5695,53.6123,1.5734,0.6833,0.3115,2.0476,128.2319,0.3685,-0.5482,4629.6465,3383.2788,45.3469,1.36839047967315
11074,2010,KS,19.1329,3.8659,2.5695,50.8429,3.176,1.7791,4.4543,2.1886,75.1542,2.9639,-41.392,4937.4784,2940.2858,3.6987,1.6792511802764207
11075,2011,KS,19.1329,3.8659,2.5695,50.8429,2.918,1.0376,6.7375,2.5002,73.6324,1.0933,-2.0249,4367.1667,2953.0154,70.1679,1.478883821601472
11076,2012,KS,22.2714,3.8659,2.5695,60.2348,2.2401,0.8622,2.7641,2.4165,77.5182,0.6753,5.2774,4071.9431,2910.5591,67.2107,1.3990243661432609
11077,2013,KS,23.3176,3.8659,2.5695,63.3654,2.2401,0.8622,2.7641,2.4165,77.5182,0.6753,5.2774,4071.9431,2910.5591,67.2107,1.3990243661432609
11078,2014,KS,19.7063,5.5874,2.5695,50.8429,2.3605,0.8768,2.7641,2.4165,91.1421,0.6797,5.2774,5621.3561,3742.4509,51.8488,1.5020520643303563
11079,2015,KS,28.649,0.4228,6.7412,78.5972,2.957,1.1026,7.8646,2.4247,109.0288,1.2336,19.625,5418.2838,3066.7579,45.9352,1.7667791122344545
11080,2016,KS,29.1419,1.2685,7.3761,78.5972,2.7602,1.1155,9.697,2.1973,134.9319,1.2462,23.7581,5459.8126,4040.1891,55.5449,1.3513755086364645
11081,2017,KS,29.1419,1.2685,7.3761,78.5972,3.7134,1.6461,11.9353,2.0295,160.1986,2.2556,19.0146,7243.37,5405.74,27.9746,1.3399405076825746
11082,2018,KS,29.1419,1.2685,7.3761,78.5972,4.037,1.4041,8.7509,1.7784,179.3202,1.659,11.9362,6615.4,4229.15,16.9683,1.5642386768026673
11083,2019,KS,29.1419,1.2685,7.3761,78.5972,3.9057,1.0353,10.0863,1.5594,203.9266,1.0528,13.4458,7291.31,3886.39,0.8355,1.8761138228535996
11084,2020,KS,30.0976,2.084,9.4317,78.5972,3.4001,0.7018,10.1328,1.455,220.6164,0.5775,8.1842,7858.36,3551.61,0.475,2.2126190657194904
11085,2021,KS,32.874,2.084,17.7751,78.5972,4.1848,1.144,12.6224,1.4246,264.2016,1.2061,19.7561,10283.7,4391.34,15.0237,2.341813660522756
11086,2022,KS,32.874,2.084,17.7751,78.5972,3.3316,0.9688,12.4948,1.5503,312.4957,0.9485,18.5673,15575.43,6678.68,24.8283,2.3321120341145254
11087,2023,KS,32.874,2.084,17.7751,78.5972,3.3428,0.9151,7.2493,1.6129,340.3791,0.8661,8.9228,15702.57,6509.14,33.9947,2.4123878116003032
11088,2003,GOCL,15.0544,-1.4146,-9.8433,56.2617,1.8936,0.8007,4.3659,2.6943,27.9414,0.4573,-17.3419,2328.887,1544.481,80.4659,1.5078767560105952
11089,2004,GOCL,15.9503,-1.2328,-8.6166,57.5398,1.9723,1.002,6.998,2.6461,29.7435,1.005,6.4495,2043.774,1322.079,61.38,1.5458788771321532
11090,2005,GOCL,16.8462,-1.0509,-7.3899,58.818,2.0957,1.4245,4.8901,2.8178,31.6032,2.2935,6.2525,2698.4199,1964.71,87.2143,1.3734443760147808
11091,2006,GOCL,17.7421,-0.869,-6.1632,60.0961,4.0894,3.8174,3.6933,3.1061,34.0401,9.9054,7.7109,2849.085,2466.2251,79.1462,1.1552412632569509
11092,2007,GOCL,18.638,-0.6871,-4.9365,61.3742,3.1206,2.9571,2.1189,3.6071,33.5081,8.9466,-1.5629,3432.0,3109.833,184.7757,1.10359623812597
11093,2008,GOCL,21.0542,0.0,0.0,63.0042,1.4669,0.4727,2.4117,1.3978,450.4737,0.3603,1341.2855,4109.6572,3220.6899,12.5396,1.2760176631721047
11094,2009,GOCL,21.0542,0.0,0.0,63.0042,0.9852,0.7674,0.5646,1.4678,107.6689,0.4108,-76.0987,5479.9771,6229.833,90.4693,0.8796346707849152
11095,2010,GOCL,22.7241,0.0,0.0,68.0012,1.6556,1.1842,-1.6947,2.4888,93.3696,1.4491,-13.2808,4241.806,4774.695,73.3421,0.8883930806051485
11096,2011,GOCL,22.7241,0.0,0.0,68.0012,2.2046,1.3477,5.3815,2.3652,89.7506,1.7983,4.9668,4814.251,4148.121,50.683,1.1605859616920529
11097,2012,GOCL,26.9088,0.0,0.0,80.5238,1.5554,0.8185,3.443,1.8558,214.914,0.6966,139.4569,6947.772,5545.106,35.6467,1.2529556693776458
11098,2013,GOCL,25.2389,0.0,0.0,75.5268,0.6029,0.8696,1.9069,2.4431,219.8715,0.5831,2.3067,6729.23,5185.361,188.2041,1.297736068906292
11099,2014,GOCL,21.0542,0.0,0.0,63.0042,0.9555,0.9832,2.1223,2.8788,227.3358,0.9567,3.3948,5884.471,4187.533,128.3947,1.4052357318736353
11100,2015,GOCL,22.0803,0.0,0.0,66.0747,0.5114,0.8911,1.5331,2.5434,203.2067,0.7264,-10.6139,2516.867,3096.778,132.8932,0.8127373030937317
11101,2016,GOCL,22.0803,0.0,0.0,66.0747,0.5411,0.8541,1.0774,2.4584,207.0711,0.6491,1.9017,2637.371,3354.775,121.5328,0.7861543620660104
11102,2017,GOCL,26.5366,2.084,11.3059,66.0747,1.4051,1.7683,1.554,2.7226,104.3263,3.5753,-49.6181,4582.281,3871.022,149.3742,1.1837393329203505
11103,2018,GOCL,26.5366,2.084,11.3059,66.0747,1.9843,1.9118,1.9272,2.6455,165.5801,3.0064,58.7137,5064.882,4310.883,63.0021,1.1749059299452107
11104,2019,GOCL,26.5366,2.084,11.3059,66.0747,1.9517,1.3569,2.3225,1.9804,190.1859,1.6384,14.8603,7301.755,4662.109,23.6616,1.5661913953534763
11105,2020,GOCL,32.9444,1.2383,11.3059,86.0927,1.1103,0.8774,2.4982,2.1435,183.4919,0.6921,-3.5197,2436.827,1413.331,130.6299,1.7241728936816645
11106,2021,GOCL,33.226,2.084,11.3059,86.0927,1.087,0.9662,3.3191,2.2857,235.0565,0.9287,28.1018,3188.698,1144.358,95.1604,2.786451442642949
11107,2022,GOCL,34.6746,2.084,15.659,86.0927,1.327,1.0656,6.177,2.4609,232.3292,1.1847,-1.1603,12006.062,2611.949,138.4864,4.596591281070189
11108,2023,GOCL,34.6746,2.084,15.659,86.0927,1.5312,1.0145,6.2585,2.6346,284.3313,1.0361,22.383,20223.68,8717.531,125.3964,2.319886215489225
11109,2003,ASFI,9.9433,-3.0666,-40.3257,72.9674,1.3446,0.7036,9.9121,2.805,1.5818,0.2782,33.9922,295.0832,198.4779,9.2297,1.4867307644830985
11110,2004,ASFI,11.2589,-2.7963,-36.8785,73.2022,1.4203,0.7098,14.0348,2.3578,2.1317,0.3324,34.7675,373.7494,245.0002,7.2301,1.5255065097906042
11111,2005,ASFI,12.5745,-2.526,-33.4314,73.437,0.3067,0.9035,-0.2098,3.0572,2.0689,0.6297,-2.9443,573.5821,534.2482,7.0663,1.0736247684128837
11112,2006,ASFI,13.8901,-2.2557,-29.9842,73.6718,0.9951,1.5152,6.1042,4.1362,2.6076,3.2531,26.0375,770.2243,814.4011,5.3863,0.9457554760178982
11113,2007,ASFI,15.2057,-1.9854,-26.537,73.9066,0.9844,1.4317,7.7054,4.3192,3.4523,2.847,32.3912,925.8813,1032.8397,9.7591,0.8964424005002907
11114,2008,ASFI,16.5213,-1.715,-23.0898,74.1414,2.4513,1.5788,24.8048,3.113,7.234,2.48,109.5444,993.6069,1006.2041,3.7788,0.987480472401176
11115,2009,ASFI,17.8369,-1.4447,-19.6426,74.3762,1.6222,0.7809,16.7283,2.0697,10.2777,0.6217,42.074,917.0953,656.059,1.1569,1.3978854035993713
11116,2010,ASFI,19.1525,-1.1744,-16.1954,74.611,3.6172,1.2854,20.9974,1.5492,13.8547,1.4046,34.8037,919.227,426.7719,6.0416,2.1539070402713953
11117,2011,ASFI,20.4681,-0.9041,-12.7482,74.8458,3.4833,1.2779,20.2551,1.4211,18.8017,1.3956,34.7946,1407.1441,566.4052,0.3904,2.4843417751108214
11118,2012,ASFI,21.7837,-0.6338,-9.301,75.0806,4.2774,1.2014,24.0451,1.3949,25.7698,1.2767,37.061,2473.7333,597.0874,9.0855,4.143000337973971
11119,2013,ASFI,23.0993,-0.3635,-5.8538,75.3154,3.1835,1.4791,8.9417,1.4599,28.8091,1.7363,11.7941,3495.5743,1102.565,5.1882,3.1704020171146374
11120,2014,ASFI,24.4149,-0.0931,-2.4066,75.5502,2.2165,1.4791,8.9417,1.4599,28.8091,1.7363,11.7941,3495.5743,1102.565,5.1882,3.1704020171146374
11121,2015,ASFI,23.7501,0.0,0.0,71.0716,2.8359,2.697,8.9417,1.4599,51.0814,4.8256,11.7941,10872.3474,6026.3503,7.0807,1.8041346517808632
11122,2016,ASFI,23.7501,0.0,0.0,71.0716,3.3388,1.576,8.9601,2.0128,63.561,2.0476,24.4308,10978.7,4511.2,10.391,2.4336540166696223
11123,2017,ASFI,31.8881,1.2685,10.6106,83.5942,4.001,2.3075,5.5759,1.7503,70.6053,3.208,11.0828,11125.4,3886.7,10.8903,2.8624282810610544
11124,2018,ASFI,32.7432,1.2685,13.1802,83.5942,3.0836,1.6483,3.118,1.6475,74.8192,2.0429,5.9682,10881.2,3731.6,16.1598,2.9159609818844467
11125,2019,ASFI,31.0733,1.2685,13.1802,78.5972,2.913,1.3415,1.1372,1.566,76.3844,1.5206,2.092,10425.3,2380.8,18.6388,4.378906249999999
11126,2020,ASFI,34.7148,1.2685,24.1233,78.5972,1.6721,0.7953,-2.5582,1.5436,73.253,0.6798,-4.0995,9949.4,2718.5,15.1822,3.659885966525658
11127,2021,ASFI,31.0432,2.084,24.1233,66.7971,2.1708,1.4452,0.137,1.6739,73.3527,1.7941,0.136,12021.7,4887.6,8.3127,2.459632539487683
11128,2022,ASFI,34.9864,2.084,24.1233,78.5972,1.3068,1.3555,-0.4396,2.1543,71.9125,1.9002,-1.9633,17071.9,9168.6,23.6468,1.8619963789455316
11129,2023,ASFI,34.9864,2.084,24.1233,78.5972,1.8758,1.4414,1.372,2.7171,74.2242,2.2782,3.2145,20813.6,12203.5,24.2122,1.7055434916212562
11130,2003,ASMN,19.416,9.6434,-4.0713,52.5445,1.4415,1.0876,1.021,5.109,6.0649,1.5359,-11.7385,1719.4745,1464.8112,388.2447,1.1738540093085033
11131,2004,ASMN,19.9819,9.1247,-3.2596,53.9467,1.6445,1.057,3.7485,5.9553,7.2079,1.3319,18.8467,2023.7384,1848.1494,360.0982,1.0950080117981804
11132,2005,ASMN,20.5478,8.6059,-2.4479,55.3488,3.0058,1.5287,8.6743,5.3846,10.9976,3.6967,52.5769,2887.749,2305.052,326.4119,1.2527912602405498
11133,2006,ASMN,21.1136,8.0871,-1.6362,56.7509,5.1594,1.0426,20.0121,3.647,112.0198,1.1252,105.8897,3302.1697,2439.8901,94.5875,1.3534091965863544
11134,2007,ASMN,21.0643,5.5874,0.0,57.4654,5.2126,1.614,22.5079,2.0078,51.7888,2.0284,180.3757,4466.6689,2503.2598,41.8079,1.7843409221847448
11135,2008,ASMN,21.9897,5.5874,2.7811,57.4654,5.2784,2.0679,18.995,1.7724,70.2842,2.9687,36.9724,7728.6304,3985.5969,52.1719,1.9391400068581948
11136,2009,ASMN,23.4886,7.309,0.0,63.0042,1.2527,0.9288,-25.8536,2.7098,34.2958,0.6808,-51.1933,6598.041,7780.5693,220.5061,0.8480151960088577
11137,2010,ASMN,23.4886,7.309,2.7811,60.2348,2.2952,1.2278,2.8709,3.7521,37.9165,1.7037,10.5575,4808.4768,1855.3634,158.7943,2.5916630671921204
11138,2011,ASMN,23.4886,7.309,2.7811,60.2348,-0.0094,1.6315,-67.8863,3.7521,-38.4336,1.7037,10.5575,4599.6283,10491.8116,158.7943,0.4384017246363821
11139,2012,ASMN,24.414,7.309,2.7811,63.0042,-0.7515,1.4981,-3.96,3.7521,-44.102,1.7037,-14.7485,4688.9188,10992.9277,158.7943,0.4265395832631556
11140,2013,ASMN,24.8164,5.5874,5.3507,63.3654,-0.0379,1.6076,5.1007,3.7521,-33.8958,1.7037,19.25,5367.059,10538.3691,158.7943,0.5092874380344109
11141,2014,ASMN,27.4821,7.309,5.3507,69.6267,0.9349,1.613,18.8062,3.7521,-11.4914,1.7037,64.4638,5520.3156,10036.6111,158.7943,0.5500178840246186
11142,2015,ASMN,27.5626,0.4228,5.9855,76.0987,1.5548,1.6891,-3.4595,3.7521,-16.5795,1.7037,-44.2774,6635.0278,12131.8044,158.7943,0.5469118674547703
11143,2016,ASMN,26.6372,0.4228,3.2044,76.0987,1.3921,1.4515,12.6526,3.7521,2.2142,34.527,-44.2774,7842.9555,12912.5293,931.5807,0.6073911096565721
11144,2017,ASMN,26.788,0.4228,3.6578,76.0987,0.1849,1.4632,-1.381,161.589,-0.2686,34.527,-44.2774,6588.745,12212.12,931.5807,0.539525078364772
11145,2018,ASMN,26.788,0.4228,3.6578,76.0987,0.1696,1.4878,-3.4868,161.589,-5.4212,34.527,-1918.3445,6384.688,10619.872,931.5807,0.6012019730557958
11146,2019,ASMN,26.9188,0.4228,4.0508,76.0987,-0.8866,1.6116,-29.0696,161.589,-41.5077,34.527,-665.6606,4960.036,11203.738,931.5807,0.4427126018120024
